method,route,controller,handler,module,scope classification,project resolution source,resource ownership lookup,guard/decorator,service-level assertion,investor restriction,company restriction,test coverage,status
POST,:id/activate,contractors.controller,activate,contractors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/block,contractors.controller,block,contractors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/projects,contractors.controller,assignProject,contractors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
DELETE,:id/projects/:projectId,contractors.controller,unassignProject,contractors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/projects,contractors.controller,listProjects,contractors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/performance,contractors.controller,performance,contractors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/documents,contractors.controller,uploadDocument,contractors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/documents,contractors.controller,listDocuments,contractors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,,contribution-receipts.controller,create,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,contribution-receipts.controller,list,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,balances,contribution-receipts.controller,balances,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,contribution-receipts.controller,getById,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,contribution-receipts.controller,submit,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/verify,contribution-receipts.controller,verify,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,contribution-receipts.controller,post,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,contribution-receipts.controller,cancel,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/document,contribution-receipts.controller,uploadDocument,contribution-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,customer-receipts.controller,create,customer-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,customer-receipts.controller,list,customer-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,customer-receipts.controller,getById,customer-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,customer-receipts.controller,update,customer-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,customer-receipts.controller,post,customer-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,customer-receipts.controller,cancel,customer-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/regenerate-pdf,customer-receipts.controller,regeneratePdf,customer-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,customers.controller,create,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,customers.controller,list,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id,customers.controller,getById,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id,customers.controller,update,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/verify-kyc,customers.controller,verifyKyc,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/activate,customers.controller,activate,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/deactivate,customers.controller,deactivate,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/documents,customers.controller,uploadDocument,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/documents,customers.controller,listDocuments,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/documents/:documentId/download,customers.controller,downloadDocument,customers,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,preview,daily-director-digest.controller,preview,daily-director-digest,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,preview-all,daily-director-digest.controller,previewAll,daily-director-digest,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,send,daily-director-digest.controller,send,daily-director-digest,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,run,daily-director-digest.controller,run,daily-director-digest,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,,dpr.controller,create,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,dpr.controller,list,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,missing-alerts,dpr.controller,listMissingAlerts,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,missing-alerts/evaluate,dpr.controller,evaluateMissing,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,missing-alerts/:id/acknowledge,dpr.controller,acknowledgeAlert,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,dpr.controller,getById,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,dpr.controller,update,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,dpr.controller,submit,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/review,dpr.controller,review,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reopen,dpr.controller,reopen,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/regenerate-pdf,dpr.controller,regeneratePdf,daily-progress-reports,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,summary,director-command-centre.controller,getSummary,director-command-centre,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,directors,directors.controller,createDirector,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,directors,directors.controller,listDirectors,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,directors/:id,directors.controller,getDirector,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,directors/:id,directors.controller,updateDirector,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,directors/:id/documents,directors.controller,uploadDocument,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,directors/:id/documents,directors.controller,listDocuments,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,company-shareholding,directors.controller,listActiveShareholding,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,company-shareholding/history,directors.controller,listShareholdingHistory,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,company-shareholding/change-requests,directors.controller,propose,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,company-shareholding/change-requests,directors.controller,listChangeRequests,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,company-shareholding/change-requests/:requestId/approve,directors.controller,approve,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,company-shareholding/change-requests/:requestId/reject,directors.controller,reject,directors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,presign-upload,documents.controller,presignUpload,documents,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/confirm-upload,documents.controller,confirmUpload,documents,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id/download-url,documents.controller,downloadUrl,documents,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/replace,documents.controller,replace,documents,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/archive,documents.controller,archive,documents,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,documents.controller,list,documents,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,documents.controller,getById,documents,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,expense-categories.controller,create,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,seed-standard,expense-categories.controller,seed,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,tree,expense-categories.controller,tree,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,by-code/:categoryCode,expense-categories.controller,getByCode,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,expense-categories.controller,list,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id,expense-categories.controller,getById,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id,expense-categories.controller,update,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id/evidence-rules,expense-categories.controller,configureEvidenceRules,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/parent,expense-categories.controller,setParent,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/activate,expense-categories.controller,activate,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/deactivate,expense-categories.controller,deactivate,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
DELETE,:id,expense-categories.controller,remove,expense-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,summary,finance-dashboard.controller,getSummary,finance-dashboard,project,header/query/body/params,no,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,export,finance-dashboard.controller,export,finance-dashboard,project,header/query/body/params,no,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,financial-year.controller,create,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,financial-year.controller,list,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,current,financial-year.controller,getCurrent,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,validate-date,financial-year.controller,validateDate,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id,financial-year.controller,getById,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/set-current,financial-year.controller,setCurrent,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/lock,financial-year.controller,lock,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/unlock-requests,financial-year.controller,requestUnlock,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/unlock-requests,financial-year.controller,listUnlockRequests,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/unlock-requests/:requestId/approve,financial-year.controller,approveUnlock,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/unlock-requests/:requestId/reject,financial-year.controller,rejectUnlock,financial-year,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,,goods-receipts.controller,create,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,goods-receipts.controller,list,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,goods-receipts.controller,getById,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,goods-receipts.controller,update,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,goods-receipts.controller,submit,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/quality-check,goods-receipts.controller,startQualityCheck,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/accept,goods-receipts.controller,accept,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,goods-receipts.controller,post,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,goods-receipts.controller,cancel,goods-receipts,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,health.controller,getHealth,health,public,n/a,no,public,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,operations,health.controller,getOperationsHealth,health,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,me,investor-portal.controller,getMe,investor-portal,investor,investor-participation,yes,investor,guard-primary,yes,project-assignment-boundary,scope-static,classified
GET,projects,investor-portal.controller,listProjects,investor-portal,investor,investor-participation,yes,investor,guard-primary,yes,project-assignment-boundary,scope-static,classified
GET,projects/:projectId,investor-portal.controller,getProject,investor-portal,investor,investor-participation,yes,investor,guard-primary,yes,project-assignment-boundary,scope-static,classified
POST,reports,investor-portal.controller,publishReport,investor-portal,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,profit-allocations,investor-portal.controller,recordProfit,investor-portal,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,profit-allocations/:id/distributed,investor-portal.controller,updateDistributed,investor-portal,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,investors.controller,create,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,investors.controller,list,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id,investors.controller,getById,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id,investors.controller,update,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/verify-kyc,investors.controller,verifyKyc,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/activate,investors.controller,activate,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/deactivate,investors.controller,deactivate,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/documents,investors.controller,uploadDocument,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/documents,investors.controller,listDocuments,investors,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,,journal.controller,create,journal,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,journal.controller,list,journal,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,journal.controller,getById,journal,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,journal.controller,update,journal,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,journal.controller,submit,journal,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/post,journal.controller,post,journal,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reverse,journal.controller,reverse,journal,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,journal.controller,cancel,journal,project,resource+header/query/body/params,yes,project,partial-or-yes,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,labour-attendance.controller,create,labour-attendance,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,labour-attendance.controller,list,labour-attendance,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,daily-report,labour-attendance.controller,dailyReport,labour-attendance,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,labour-attendance.controller,getById,labour-attendance,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,labour-attendance.controller,update,labour-attendance,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,labour-attendance.controller,submit,labour-attendance,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/confirm,labour-attendance.controller,confirm,labour-attendance,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,labour-categories.controller,create,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,seed-standard,labour-categories.controller,seed,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,resolve-rate,labour-categories.controller,resolveRate,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,by-code/:categoryCode,labour-categories.controller,getByCode,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,labour-categories.controller,list,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id,labour-categories.controller,getById,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id,labour-categories.controller,update,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/activate,labour-categories.controller,activate,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/deactivate,labour-categories.controller,deactivate,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,:id/rates,labour-categories.controller,createRate,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id/rates,labour-categories.controller,listRates,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,rates/:rateId,labour-categories.controller,updateRate,labour-categories,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,plans,manpower-planning.controller,createPlan,manpower-planning,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,plans,manpower-planning.controller,listPlans,manpower-planning,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,compare,manpower-planning.controller,compare,manpower-planning,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,plans/:id,manpower-planning.controller,getPlan,manpower-planning,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,plans/:id,manpower-planning.controller,updatePlan,manpower-planning,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,shortfall-alerts,manpower-planning.controller,listAlerts,manpower-planning,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,shortfall-alerts/evaluate,manpower-planning.controller,evaluate,manpower-planning,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,shortfall-alerts/:id/acknowledge,manpower-planning.controller,acknowledge,manpower-planning,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,preview,material-consumption.controller,preview,material-consumption,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,material-consumption.controller,generate,material-consumption,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,material-consumption.controller,list,material-consumption,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,material-consumption.controller,getById,material-consumption,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,material-consumption.controller,update,material-consumption,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,material-consumption.controller,submit,material-consumption,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,material-consumption.controller,approve,material-consumption,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,material-consumption.controller,cancel,material-consumption,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,material-consumption-standard.controller,create,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,material-consumption-standard.controller,list,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,resolve,material-consumption-standard.controller,resolve,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,material-consumption-standard.controller,getById,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,material-consumption-standard.controller,update,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/versions,material-consumption-standard.controller,createVersion,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,material-consumption-standard.controller,submit,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/approve,material-consumption-standard.controller,approve,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/reject,material-consumption-standard.controller,reject,material-consumption-standards,project,header/query/body/params,no,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,,material-issues.controller,create,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,,material-issues.controller,list,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,:id,material-issues.controller,getById,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
PATCH,:id,material-issues.controller,update,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/signatures,material-issues.controller,attachSignatures,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/submit,material-issues.controller,submit,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/confirm,material-issues.controller,confirm,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/returns,material-issues.controller,createReturn,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
POST,:id/cancel,material-issues.controller,cancel,material-issues,project,resource+header/query/body/params,yes,project,guard-primary,n/a,project-assignment-boundary,idor-matrix-partial,classified
GET,units,materials.controller,listUnits,material-master,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,,materials.controller,create,material-master,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,materials.controller,list,material-master,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,:id,materials.controller,getById,material-master,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id,materials.controller,update,material-master,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,,notifications.controller,listInbox,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PATCH,:id/read,notifications.controller,markRead,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,read-all,notifications.controller,markAllRead,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,preferences,notifications.controller,getPreferences,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
PUT,preferences,notifications.controller,updatePreferences,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
POST,push-tokens,notifications.controller,registerPushToken,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
DELETE,push-tokens,notifications.controller,unregisterPushToken,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,push-tokens/mine,notifications.controller,listMyPushTokens,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
GET,push-tokens,notifications.controller,listPushTokens,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
DELETE,push-tokens/:id,notifications.controller,revokePushToken,notifications,global,n/a,no,global,guard-primary,n/a,project-assignment-boundary,scope-static,classified
